user_md5	post_id	post_type	post_date	likes	comments	ads_mode	politics_mode	pos_neg_mode	tags_dummy
3a772b63ca0cf65622b4d5f70b364b75	p/CQ_nItVL5Wq/	image	2021-07-06	4578	56	no	no	party_no	0
95e1ccd5a31c56d6141fd6d5d61ab17a	p/CQ_k9z1J5VY/	image	2021-07-06	3556	89	no	yes	party_yes_neg	0
3f4101f715d42d39a3df3dd0057c3e07	tv/CQ_jhirq2q-/	video	2021-07-06	373	8	no	yes	party_no	0
843995b2f47a14055d3723f8a8617456	p/CQ_hU8QsNkW/	image	2021-07-06	200	0	no	yes	party_no	0
04c60c55696c64c0abe0c3fd65eac3a5	p/CQ_hDo4MWWl/	image	2021-07-06	1454	35	no	no	party_no	1
18bb3a1994c6ac4d5d434ebbbc9ac438	p/CQ_fG6YM8MM/	image	2021-07-06	1388	20	yes	no	party_no	1
0260d8d15a0c0c75ca4aad9479e7de61	p/CQ_bMACF0Ce/	image	2021-07-06	1751	32	no	no	party_no	0
1411160f41f5bc887e062a57fe62d548	p/CQ_P0UDMpyI/	image	2021-07-06	331	7	no	no	party_no	1
421ce1b028eee70a26e9962a2b31829d	p/CQ-4IiFLeph/	image	2021-07-06	6868	36	yes	no	party_no	1
e3b84111a8245e22e9034fc3a83b3a3b	tv/CQ-z-wLKdjr/	video	2021-07-06	11066	345	no	yes	party_yes_neg	0
04efabf9ee38896016be90e0a36f0116	p/CQ-v9QzDyFq/	image	2021-07-06	205	5	no	no	party_no	0
44532d9df81f73c4cba293f99de2e3cf	p/CQ-soR_ltKM/	image	2021-07-06	15312	37	no	no	party_no	1
